CLIENT,ALIGNMENT,TERRITORY,Old Territory,OUTLET,,,,,,,,,,,,,
299,M,00000000,00000000,H3K 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3L 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3M 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3N 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3P 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3R 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3S 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3T 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3V 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3W 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3X 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,H3Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4A 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4B 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4C 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4E 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4G 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4H 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4J 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4K 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4L 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4M 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4N 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4P 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4R 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4S 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4T 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4V 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4W 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4X 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,H4Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,H5A 000,,,,,,,,,,,,,
299,M,00000000,00000000,H5B 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7A 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7B 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7C 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7E 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7G 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7H 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7J 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7K 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7L 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7M 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7N 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7P 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7R 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7S 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7T 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7V 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7W 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7X 000,,,,,,,,,,,,,
299,M,00000000,00000000,H7Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8B 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8J 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8K 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8L 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8N 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8P 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8R 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8S 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8T 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,H8Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9A 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9B 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9C 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9E 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9G 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9H 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9J 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9K 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9P 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9R 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9S 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9W 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9X 000,,,,,,,,,,,,,
299,M,00000000,00000000,H9Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0C 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0S 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J0Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1C 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1S 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J1Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2C 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2S 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J2Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3S 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J3Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4S 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J4Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5C 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J5Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6S 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J6Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7C 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J7Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8C 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8G 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8K 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8M 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8N 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8R 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J8Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9A 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9B 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9E 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9H 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9J 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9L 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9P 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9T 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9V 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9W 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9X 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,J9Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0C 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0E 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0G 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0J 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0L 000,,,,,,,,,,,,,
299,M,00000000,00000000,K0M 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1C 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1E 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1G 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1J 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1L 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1M 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1N 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1P 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1R 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1S 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1T 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1V 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1W 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1X 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,K1Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2C 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2E 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2G 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2J 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2L 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2M 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2P 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2R 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2S 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2T 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2V 000,,,,,,,,,,,,,
299,M,00000000,00000000,K2W 000,,,,,,,,,,,,,
299,M,00000000,00000000,K3H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4C 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4M 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4P 000,,,,,,,,,,,,,
299,M,00000000,00000000,K4R 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6J 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6T 000,,,,,,,,,,,,,
299,M,00000000,00000000,K6V 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7C 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7G 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7L 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7M 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7N 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7P 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7R 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7S 000,,,,,,,,,,,,,
299,M,00000000,00000000,K7V 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8C 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8N 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8P 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8R 000,,,,,,,,,,,,,
299,M,00000000,00000000,K8V 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9A 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9B 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9H 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9J 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9K 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9L 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9T 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9V 000,,,,,,,,,,,,,
299,M,00000000,00000000,K9Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0A 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0B 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0C 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0E 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0G 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0H 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0J 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0K 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0L 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0M 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0N 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0P 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0R 000,,,,,,,,,,,,,
299,M,00000000,00000000,L0S 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1A 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1B 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1C 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1E 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1G 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1H 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1J 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1K 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1L 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1M 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1N 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1P 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1R 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1S 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1T 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1V 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1W 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1X 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,L1Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2A 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2B 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2E 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2G 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2H 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2J 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2M 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2N 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2P 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2R 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2S 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2T 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2V 000,,,,,,,,,,,,,
299,M,00000000,00000000,L2W 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3B 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3C 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3K 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3M 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3N 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3P 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3R 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3S 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3T 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3V 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3X 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,L3Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4A 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4B 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4C 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4E 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4G 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4H 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4J 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4K 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4L 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4M 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4N 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4P 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4R 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4S 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4T 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4V 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4W 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4X 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4Y 000,,,,,,,,,,,,,
299,M,00000000,00000000,L4Z 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5A 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5B 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5C 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5E 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5G 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5H 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5J 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5K 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5L 000,,,,,,,,,,,,,
299,M,00000000,00000000,L5M 000,,,,,,,,,,,,,
